Unnamed: 0,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
1650789,1650789,1528102937.12502,e s,2,tcp,1,192.168.100.150,54472,192.168.100.3,80,20,5598,RST,1,1528102982.19918,545,45.074165,0.904954,1.432485,6.334681,0.0,3.295917,16,4,4832,766,0.4215279999999999,0.332785,0.127227,32495,191880,122,1075,1075,1075,0.345947,0.4931029999999999,100,8,0.443713,0.4931029999999999,1075,122,1,DDoS,HTTP
1650790,1650790,1528102944.29249,e s,2,tcp,1,192.168.100.150,54474,192.168.100.3,80,18,5522,RST,1,1528102982.1992,695,37.906712,1.703803,2.087066,8.519016,0.0,4.319262,14,4,4756,766,0.4484689999999999,0.342947,0.127209,32495,191880,122,1075,1075,1075,0.345947,0.4931029999999999,100,8,0.47485,0.4931029999999999,1075,122,1,DDoS,HTTP
1650791,1650791,1528102945.0376198,e s,2,tcp,1,192.168.100.147,57498,192.168.100.3,80,12,1776,RST,1,1528102962.84046,696,17.802841,1.265471,1.7896459999999998,3.796413,0.0,3.796413,8,4,1010,766,0.617879,0.393196,0.338315,81026,191880,480,1075,1075,1075,0.413391,0.4931029999999999,100,46,0.67405,0.4931029999999999,1075,480,1,DDoS,HTTP
1650792,1650792,1528102945.31641,e s,2,tcp,1,192.168.100.150,54476,192.168.100.3,80,15,4163,RST,1,1528102982.19921,697,36.882801,1.172499,1.658165,3.517498,0.0,3.517498,11,4,3397,766,0.379581,0.271129,0.349186,32495,191880,122,1075,1075,1075,0.345947,0.4931029999999999,100,8,0.406694,0.4931029999999999,1075,122,1,DDoS,HTTP
1650793,1650793,1528102946.34045,e s,2,tcp,1,192.168.100.150,54478,192.168.100.3,80,13,2948,RST,1,1528102982.1992302,698,35.85878,0.830565,1.174596,2.491695,0.0,2.491695,9,4,2182,766,0.334646,0.223097,0.396437,32495,191880,122,1075,1075,1075,0.345947,0.4931029999999999,100,8,0.362533,0.4931029999999999,1075,122,1,DDoS,HTTP
1650794,1650794,1528102940.92198,e s,2,tcp,1,192.168.100.149,41976,192.168.100.3,80,11,2924,RST,1,1528102948.81356,565,7.891578999999999,1.506868,0.680135,3.013736,0.8267329999999999,2.187003,8,3,2224,700,1.267174,0.887021,0.350596,74293,191880,453,1075,1075,1075,0.733689,0.4931029999999999,100,45,1.39389,0.4931029999999999,1075,453,1,DDoS,HTTP
1650795,1650795,1528102935.82919,e,1,tcp,1,192.168.100.149,41900,192.168.100.3,80,10,1736,RST,1,1528102948.81235,523,12.983157,0.648033,0.916204,1.944099,0.0,1.943741,6,4,970,766,0.693206,0.385114,0.271753,74293,191880,453,1075,1075,1075,0.733689,0.4931029999999999,100,45,0.7702289999999999,0.4931029999999999,1075,453,1,DDoS,HTTP
1650796,1650796,1528102935.82953,e,1,tcp,1,192.168.100.149,41902,192.168.100.3,80,10,1662,RST,1,1528102948.8123698,524,12.982839,0.64822,0.916083,1.94466,0.0,1.943757,6,4,896,766,0.6932229999999999,0.3851239999999999,0.271762,74293,191880,453,1075,1075,1075,0.733689,0.4931029999999999,100,45,0.7702479999999999,0.4931029999999999,1075,453,1,DDoS,HTTP
1650797,1650797,1528102935.8307,e,1,tcp,1,192.168.100.149,41904,192.168.100.3,80,10,1693,RST,1,1528102948.81239,525,12.981693,0.647962,0.916289,1.943885,0.0,1.94379,6,4,927,766,0.693284,0.385158,0.271791,74293,191880,453,1075,1075,1075,0.733689,0.4931029999999999,100,45,0.770316,0.4931029999999999,1075,453,1,DDoS,HTTP
1650798,1650798,1528102935.8323698,e,1,tcp,1,192.168.100.149,41916,192.168.100.3,80,10,1540,RST,1,1528102948.81253,531,12.980162,0.646641,0.914434,1.939922,0.0,1.939845,6,4,774,766,0.693366,0.385203,0.271731,74293,191880,453,1075,1075,1075,0.733689,0.4931029999999999,100,45,0.770406,0.4931029999999999,1075,453,1,DDoS,HTTP
1650799,1650799,1528102935.83094,e,1,tcp,1,192.168.100.149,41906,192.168.100.3,80,10,1568,RST,1,1528102948.81241,526,12.981464,0.6467149999999999,0.914296,1.940144,0.0,1.939724,6,4,802,766,0.693296,0.385165,0.271696,74293,191880,453,1075,1075,1075,0.733689,0.4931029999999999,100,45,0.770329,0.4931029999999999,1075,453,1,DDoS,HTTP
1650800,1650800,1528102935.83159,e,1,tcp,1,192.168.100.149,41910,192.168.100.3,80,10,1573,RST,1,1528102948.8124402,528,12.98085,0.6466270000000001,0.914385,1.939881,0.0,1.939762,6,4,807,766,0.693329,0.385183,0.271712,74293,191880,453,1075,1075,1075,0.733689,0.4931029999999999,100,45,0.770366,0.4931029999999999,1075,453,1,DDoS,HTTP
1650801,1650801,1528102935.83255,e s,2,tcp,1,192.168.100.149,41918,192.168.100.3,80,11,1617,RST,1,1528102948.81255,532,12.979992,0.986693,0.7923,2.960079,0.0,1.939861,7,4,851,766,0.770416,0.46225,0.271736,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.847458,0.6816949999999999,917,688,1,DDoS,HTTP
1650802,1650802,1528102935.83133,e,1,tcp,1,192.168.100.149,41908,192.168.100.3,80,10,1764,RST,1,1528102948.81243,527,12.981096,0.6466189999999999,0.914375,1.939857,0.0,1.939741,6,4,998,766,0.6933159999999999,0.385175,0.271706,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.770351,0.6816949999999999,917,688,1,DDoS,HTTP
1650803,1650803,1528102935.83194,e,1,tcp,1,192.168.100.149,41912,192.168.100.3,80,10,1674,RST,1,1528102948.81246,529,12.98052,0.6466350000000001,0.914424,1.939906,0.0,1.939826,6,4,908,766,0.693347,0.385193,0.2717219999999999,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.770385,0.6816949999999999,917,688,1,DDoS,HTTP
1650804,1650804,1528102935.83217,e,1,tcp,1,192.168.100.149,41914,192.168.100.3,80,10,1561,RST,1,1528102948.81249,530,12.980318,0.646649,0.914443,1.939947,0.0,1.939867,6,4,795,766,0.693357,0.3851989999999999,0.271728,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.770397,0.6816949999999999,917,688,1,DDoS,HTTP
1650805,1650805,1528102936.85309,e,1,tcp,1,192.168.100.149,41920,192.168.100.3,80,10,1598,RST,1,1528102948.81257,534,11.959481,3.458735,1.518787,6.9174690000000005,1.939947,4.977522,6,4,832,766,0.752541,0.4180779999999999,0.299415,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.8361569999999999,0.6816949999999999,917,688,1,DDoS,HTTP
1650806,1650806,1528102936.85339,e,1,tcp,1,192.168.100.149,41922,192.168.100.3,80,10,1581,RST,1,1528102948.8126,535,11.959206,3.4586879999999995,1.518701,6.917375999999999,1.939987,4.977389,6,4,815,766,0.752558,0.418088,0.299425,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.836176,0.6816949999999999,917,688,1,DDoS,HTTP
1650807,1650807,1528102936.85373,e,1,tcp,1,192.168.100.149,41924,192.168.100.3,80,10,1586,RST,1,1528102948.81264,536,11.958904,3.458622,1.518602,6.917242999999999,1.940019,4.977224,6,4,820,766,0.752577,0.418099,0.299435,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.836197,0.6816949999999999,917,688,1,DDoS,HTTP
1650808,1650808,1528102936.85393,e,1,tcp,1,192.168.100.149,41926,192.168.100.3,80,10,1473,RST,1,1528102948.81268,537,11.958744,3.456617,1.520561,6.913233999999999,1.936056,4.977178,6,4,707,766,0.752587,0.418104,0.299321,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.836208,0.6816949999999999,917,688,1,DDoS,HTTP
1650809,1650809,1528102936.85418,e,1,tcp,1,192.168.100.149,41928,192.168.100.3,80,10,1532,RST,1,1528102948.81271,538,11.958534,3.4565879999999995,1.5204959999999998,6.913175999999999,1.936092,4.977084,6,4,766,766,0.7526010000000001,0.4181109999999999,0.299328,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.8362229999999999,0.6816949999999999,917,688,1,DDoS,HTTP
1650810,1650810,1528102936.85439,e,1,tcp,1,192.168.100.149,41930,192.168.100.3,80,10,1539,RST,1,1528102948.81305,539,11.958658,3.456725,1.5203,6.91345,1.936425,4.977025,6,4,773,766,0.7525930000000001,0.4181069999999999,0.299334,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.8362139999999999,0.6816949999999999,917,688,1,DDoS,HTTP
1650811,1650811,1528102936.85461,e,1,tcp,1,192.168.100.149,41932,192.168.100.3,80,10,1478,RST,1,1528102948.81303,540,11.958422,3.456692,1.520261,6.9133830000000005,1.936431,4.976952,6,4,712,766,0.7526079999999999,0.4181149999999999,0.299342,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.836231,0.6816949999999999,917,688,1,DDoS,HTTP
1650812,1650812,1528102936.10034,e s,2,tcp,1,192.168.100.150,54466,192.168.100.3,80,11,1606,RST,1,1528102982.19914,533,46.098801,0.255892,0.443218,1.023568,0.0,1.023568,7,4,840,766,0.216925,0.130155,0.27831,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.238618,0.6816949999999999,917,203,1,DDoS,HTTP
1650813,1650813,1528102936.8548698,e s,2,tcp,1,192.168.100.149,41934,192.168.100.3,80,11,2000,RST,1,1528102948.81305,541,11.958181,3.45805,1.52159,6.916100999999999,1.93646,4.979641,7,4,1234,766,0.836248,0.501749,0.29935,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,0.919872,0.6816949999999999,917,688,1,DDoS,HTTP
1650814,1650814,1528102947.36444,e s,2,tcp,1,192.168.100.150,54480,192.168.100.3,80,11,1665,RST,1,1528102982.1992302,699,34.834785,0.48998,0.692937,1.469941,0.0,1.469941,7,4,899,766,0.287069,0.172242,0.458476,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.315776,0.6816949999999999,917,203,1,DDoS,HTTP
1650815,1650815,1528102935.09236,e *,4,tcp,1,192.168.100.148,55552,192.168.100.3,80,16,5612,RST,1,1528102983.95487,521,48.862503,0.665489,1.330962,3.3274440000000003,0.0,3.3274120000000003,12,4,4846,766,0.306984,0.225121,0.170657,5612,164903,16,917,917,917,0.327449,0.6816949999999999,100,1,0.327449,0.6816949999999999,917,16,1,DDoS,HTTP
1650816,1650816,1528102940.92256,e s,2,tcp,1,192.168.100.149,41980,192.168.100.3,80,9,1608,RST,1,1528102948.81356,567,7.891002999999999,1.100598,0.082319,2.201196,1.0182790000000002,1.182917,6,3,908,700,1.013813,0.633633,0.298148,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.14054,0.6816949999999999,917,688,1,DDoS,HTTP
1650817,1650817,1528102941.94112,e,1,tcp,1,192.168.100.149,41982,192.168.100.3,80,8,1441,RST,1,1528102948.81357,568,6.872453999999999,0.5876359999999999,0.587517,1.175272,0.0001189999999999,1.175153,5,3,741,700,1.018559,0.582034,0.351043,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.1640700000000002,0.6816949999999999,917,688,1,DDoS,HTTP
1650818,1650818,1528102941.9414802,e,1,tcp,1,192.168.100.149,41984,192.168.100.3,80,8,1444,RST,1,1528102948.81356,569,6.87208,0.587559,0.587476,1.175118,8.3e-05,1.175035,5,3,744,700,1.018615,0.5820649999999999,0.351059,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16413,0.6816949999999999,917,688,1,DDoS,HTTP
1650819,1650819,1528102941.94184,e,1,tcp,1,192.168.100.149,41986,192.168.100.3,80,8,1498,RST,1,1528102948.81358,570,6.871738000000001,0.587512,0.587344,1.175024,0.000168,1.174856,5,3,798,700,1.018665,0.582094,0.351069,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16419,0.6816949999999999,917,688,1,DDoS,HTTP
1650820,1650820,1528102941.94214,e,1,tcp,1,192.168.100.149,41988,192.168.100.3,80,8,1418,RST,1,1528102948.81356,571,6.87142,0.587377,0.587298,1.174755,7.900000000000001e-05,1.174676,5,3,718,700,1.018712,0.582121,0.351078,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16424,0.6816949999999999,917,688,1,DDoS,HTTP
1650821,1650821,1528102941.9423802,e,1,tcp,1,192.168.100.149,41990,192.168.100.3,80,8,1431,RST,1,1528102948.81358,572,6.8712,0.581616,0.5815279999999999,1.163231,8.8e-05,1.163143,5,3,731,700,1.018745,0.58214,0.350382,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16428,0.6816949999999999,917,688,1,DDoS,HTTP
1650822,1650822,1528102941.94265,e,1,tcp,1,192.168.100.149,41992,192.168.100.3,80,8,1458,RST,1,1528102948.81358,573,6.870928999999999,0.581597,0.581467,1.163194,0.00013,1.163064,5,3,758,700,1.018785,0.582163,0.350394,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16433,0.6816949999999999,917,688,1,DDoS,HTTP
1650823,1650823,1528102941.94315,e,1,tcp,1,192.168.100.149,41994,192.168.100.3,80,8,1722,RST,1,1528102948.81356,574,6.870410000000001,0.58149,0.581391,1.16298,9.9e-05,1.162881,5,3,1022,700,1.0188620000000002,0.5822069999999999,0.350414,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16441,0.6816949999999999,917,688,1,DDoS,HTTP
1650824,1650824,1528102941.94344,e,1,tcp,1,192.168.100.149,41996,192.168.100.3,80,8,1516,RST,1,1528102948.81358,575,6.870133,0.581415,0.581317,1.162829,9.8e-05,1.162731,5,3,816,700,1.018903,0.58223,0.3504219999999999,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16446,0.6816949999999999,917,688,1,DDoS,HTTP
1650825,1650825,1528102941.94364,e,1,tcp,1,192.168.100.149,41998,192.168.100.3,80,8,1332,RST,1,1528102948.81356,576,6.869926,0.579645,0.579554,1.159289,9e-05,1.159199,5,3,632,700,1.018934,0.582248,0.350218,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.1645,0.6816949999999999,917,688,1,DDoS,HTTP
1650826,1650826,1528102941.94389,e,1,tcp,1,192.168.100.149,42000,192.168.100.3,80,8,1442,RST,1,1528102948.81356,577,6.869675999999999,0.574725,0.574462,1.14945,0.000263,1.1491870000000002,5,3,742,700,1.0189709999999998,0.5822689999999999,0.34962,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16454,0.6816949999999999,917,688,1,DDoS,HTTP
1650827,1650827,1528102941.94412,e,1,tcp,1,192.168.100.149,42002,192.168.100.3,80,8,1443,RST,1,1528102948.81358,578,6.869455,0.5758310000000001,0.573272,1.1516620000000002,0.002559,1.149103,5,3,743,700,1.019004,0.582288,0.349629,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16458,0.6816949999999999,917,688,1,DDoS,HTTP
1650828,1650828,1528102941.94683,e,1,tcp,1,192.168.100.149,42004,192.168.100.3,80,8,1443,RST,1,1528102948.81356,579,6.866733,0.5736359999999999,0.573546,1.147273,9e-05,1.147183,5,3,743,700,1.019408,0.582519,0.349678,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16504,0.6816949999999999,917,688,1,DDoS,HTTP
1650829,1650829,1528102941.94712,e,1,tcp,1,192.168.100.149,42006,192.168.100.3,80,8,1555,RST,1,1528102948.81358,580,6.866458000000001,0.563599,0.563516,1.127199,8.3e-05,1.127116,5,3,855,700,1.019449,0.582542,0.348472,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16508,0.6816949999999999,917,688,1,DDoS,HTTP
1650830,1650830,1528102941.94741,e,1,tcp,1,192.168.100.149,42008,192.168.100.3,80,8,1539,RST,1,1528102948.81358,581,6.866174000000001,0.563551,0.5634680000000001,1.127102,8.3e-05,1.127019,5,3,839,700,1.019491,0.582566,0.348483,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16513,0.6816949999999999,917,688,1,DDoS,HTTP
1650831,1650831,1528102941.94767,e,1,tcp,1,192.168.100.149,42010,192.168.100.3,80,8,1535,RST,1,1528102948.81356,582,6.865899000000001,0.563443,0.5633630000000001,1.126887,8.1e-05,1.126806,5,3,835,700,1.019531,0.582589,0.348487,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16518,0.6816949999999999,917,688,1,DDoS,HTTP
1650832,1650832,1528102941.948,e,1,tcp,1,192.168.100.149,42012,192.168.100.3,80,8,1500,RST,1,1528102948.81358,583,6.865576,0.561655,0.56157,1.123311,8.6e-05,1.123225,5,3,800,700,1.019579,0.582617,0.3482889999999999,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.16523,0.6816949999999999,917,688,1,DDoS,HTTP
1650833,1650833,1528102936.85523,e s,2,tcp,1,192.168.100.149,41936,192.168.100.3,80,12,1766,RST,1,1528102948.81305,542,11.95782,1.3327,1.2677770000000002,3.998101,0.0,3.037714,8,4,1000,766,0.9199,0.585391,0.272791,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.00353,0.6816949999999999,917,688,1,DDoS,HTTP
1650834,1650834,1528102939.8933,e s,2,tcp,1,192.168.100.149,41938,192.168.100.3,80,13,2296,RST,1,1528102948.81304,546,8.919732000000002,1.938846,0.986431,3.877691,0.952414,2.925277,9,4,1530,766,1.345332,0.8968879999999999,0.376538,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.45744,0.6816949999999999,917,688,1,DDoS,HTTP
1650835,1650835,1528102939.89395,e d,3,tcp,1,192.168.100.149,41940,192.168.100.3,80,13,3392,RST,1,1528102948.81305,547,8.919102,1.958675,0.965807,3.91735,0.992868,2.924482,9,4,2626,766,1.3454270000000002,0.896951,0.37849,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.45755,0.6816949999999999,917,688,1,DDoS,HTTP
1650836,1650836,1528102940.91756,e,1,tcp,1,192.168.100.149,41944,192.168.100.3,80,10,1722,RST,1,1528102948.81304,549,7.895478,1.426679,0.4902939999999999,2.853357,0.936384,1.916973,6,4,956,766,1.139893,0.633274,0.431091,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.26655,0.6816949999999999,917,688,1,DDoS,HTTP
1650837,1650837,1528102940.91805,e,1,tcp,1,192.168.100.149,41946,192.168.100.3,80,10,1542,RST,1,1528102948.81305,550,7.895003999999999,1.426538,0.490146,2.853077,0.936393,1.916684,6,4,776,766,1.139961,0.633312,0.431121,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.26662,0.6816949999999999,917,688,1,DDoS,HTTP
1650838,1650838,1528102939.89447,e s,2,tcp,1,192.168.100.149,41942,192.168.100.3,80,11,1740,RST,1,1528102948.81304,548,8.918569999999999,1.93818,1.001757,3.87636,0.936423,2.939937,7,4,974,766,1.121256,0.672754,0.375839,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.23338,0.6816949999999999,917,688,1,DDoS,HTTP
1650839,1650839,1528102940.9184802,e,1,tcp,1,192.168.100.149,41948,192.168.100.3,80,10,1535,RST,1,1528102948.81304,551,7.894561,1.424401,0.49201,2.848802,0.932391,1.916411,6,4,769,766,1.140025,0.633347,0.4309,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.26669,0.6816949999999999,917,688,1,DDoS,HTTP
1650840,1650840,1528102940.9189,e,1,tcp,1,192.168.100.149,41950,192.168.100.3,80,10,1568,RST,1,1528102948.81305,552,7.894151,1.425943,0.493546,2.851887,0.932398,1.919489,6,4,802,766,1.140085,0.63338,0.430926,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.26676,0.6816949999999999,917,688,1,DDoS,HTTP
1650841,1650841,1528102940.9191198,e,1,tcp,1,192.168.100.149,41952,192.168.100.3,80,10,1558,RST,1,1528102948.81305,553,7.893930999999999,1.4258959999999998,0.493497,2.851793,0.9324,1.919393,6,4,792,766,1.140116,0.6333979999999999,0.43094,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.2668,0.6816949999999999,917,688,1,DDoS,HTTP
1650842,1650842,1528102940.91936,e,1,tcp,1,192.168.100.149,41954,192.168.100.3,80,10,1578,RST,1,1528102948.81304,554,7.893683999999999,1.425889,0.49344,2.851779,0.93245,1.919329,6,4,812,766,1.140152,0.633418,0.430958,122481,164903,688,917,917,917,1.09923,0.6816949999999999,100,79,1.26684,0.6816949999999999,917,688,1,DDoS,HTTP
1650843,1650843,1528102948.07777,e,1,tcp,1,192.168.100.147,57500,192.168.100.3,80,10,1658,RST,1,1528102962.8404698,700,14.762702,0.2521489999999999,0.356593,0.756448,0.0,0.756448,6,4,892,766,0.609644,0.3386909999999999,0.514469,1658,164903,10,917,917,917,0.677383,0.6816949999999999,100,1,0.677383,0.6816949999999999,917,10,1,DDoS,HTTP
1650844,1650844,1528102948.38836,e,1,tcp,1,192.168.100.150,54482,192.168.100.3,80,10,1598,RST,1,1528102982.19945,701,33.811089,0.148734,0.210342,0.446202,0.0,0.446202,6,4,832,766,0.266185,0.1478799999999999,0.5435270000000001,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295761,0.6816949999999999,917,203,1,DDoS,HTTP
1650845,1650845,1528102948.38886,e,1,tcp,1,192.168.100.150,54484,192.168.100.3,80,10,1598,RST,1,1528102982.1994,702,33.810543,0.148625,0.2101869999999999,0.445874,0.0,0.445874,6,4,832,766,0.266189,0.147883,0.5435760000000001,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295766,0.6816949999999999,917,203,1,DDoS,HTTP
1650846,1650846,1528102948.3892,e,1,tcp,1,192.168.100.150,54486,192.168.100.3,80,10,1497,RST,1,1528102982.19948,703,33.810276,0.148565,0.210103,0.445695,0.0,0.445695,6,4,731,766,0.266191,0.147884,0.54361,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295768,0.6816949999999999,917,203,1,DDoS,HTTP
1650847,1650847,1528102948.3897,e,1,tcp,1,192.168.100.150,54488,192.168.100.3,80,10,1572,RST,1,1528102982.19948,704,33.809776,0.148443,0.20993,0.445328,0.0,0.445328,6,4,806,766,0.2661949999999999,0.147886,0.543659,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295772,0.6816949999999999,917,203,1,DDoS,HTTP
1650848,1650848,1528102948.3903,e,1,tcp,1,192.168.100.150,54490,192.168.100.3,80,10,1585,RST,1,1528102982.19944,705,33.809135,0.148289,0.209713,0.444868,0.0,0.444868,6,4,819,766,0.2662,0.147889,0.543717,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295778,0.6816949999999999,917,203,1,DDoS,HTTP
1650849,1650849,1528102948.39082,e,1,tcp,1,192.168.100.150,54492,192.168.100.3,80,10,1650,RST,1,1528102982.19948,706,33.808662,0.149189,0.2109849999999999,0.4475659999999999,0.0,0.4475659999999999,6,4,884,766,0.266204,0.147891,0.543769,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295782,0.6816949999999999,917,203,1,DDoS,HTTP
1650850,1650850,1528102948.39125,e,1,tcp,1,192.168.100.150,54494,192.168.100.3,80,10,1507,RST,1,1528102982.19944,707,33.808193,0.149095,0.210852,0.447285,0.0,0.447285,6,4,741,766,0.266208,0.147893,0.543813,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295786,0.6816949999999999,917,203,1,DDoS,HTTP
1650851,1650851,1528102948.39185,e,1,tcp,1,192.168.100.150,54496,192.168.100.3,80,10,1721,RST,1,1528102982.19944,708,33.807590000000005,0.1489589999999999,0.21066,0.446878,0.0,0.446878,6,4,955,766,0.266212,0.147896,0.543878,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295792,0.6816949999999999,917,203,1,DDoS,HTTP
1650852,1650852,1528102948.39223,e,1,tcp,1,192.168.100.150,54498,192.168.100.3,80,10,1464,RST,1,1528102982.19948,709,33.807251,0.1489089999999999,0.210589,0.446726,0.0,0.446726,6,4,698,766,0.266215,0.147897,0.5439189999999999,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295795,0.6816949999999999,917,203,1,DDoS,HTTP
1650853,1650853,1528102948.3927,e,1,tcp,1,192.168.100.150,54500,192.168.100.3,80,10,1615,RST,1,1528102982.19944,710,33.806744,0.148822,0.210466,0.446466,0.0,0.446466,6,4,849,766,0.266219,0.147899,0.5439609999999999,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295799,0.6816949999999999,917,203,1,DDoS,HTTP
1650854,1650854,1528102948.39318,e,1,tcp,1,192.168.100.150,54502,192.168.100.3,80,10,1566,RST,1,1528102982.19948,711,33.806301,0.148717,0.210317,0.44615,0.0,0.44615,6,4,800,766,0.266223,0.147901,0.5440020000000001,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295803,0.6816949999999999,917,203,1,DDoS,HTTP
1650855,1650855,1528102948.39363,e,1,tcp,1,192.168.100.150,54504,192.168.100.3,80,10,1516,RST,1,1528102982.19948,712,33.805855,0.148622,0.2101829999999999,0.445866,0.0,0.445866,6,4,750,766,0.266226,0.147903,0.544046,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.295807,0.6816949999999999,917,203,1,DDoS,HTTP
1650856,1650856,1528102948.39392,e,1,tcp,1,192.168.100.150,54506,192.168.100.3,80,10,1448,RST,1,1528102982.19945,713,33.805527000000005,0.148573,0.210114,0.445719,0.0,0.445719,6,4,682,766,0.266229,0.147905,0.544075,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.29581,0.6816949999999999,917,203,1,DDoS,HTTP
1650857,1650857,1528102948.39426,e,1,tcp,1,192.168.100.150,54508,192.168.100.3,80,10,1550,RST,1,1528102982.1995,714,33.805240999999995,0.148538,0.210065,0.445615,0.0,0.445615,6,4,784,766,0.266231,0.1479059999999999,0.544115,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.2958119999999999,0.6816949999999999,917,203,1,DDoS,HTTP
1650858,1650858,1528102948.39488,e s,2,tcp,1,192.168.100.150,54510,192.168.100.3,80,12,2814,RST,1,1528102982.19945,715,33.804565000000004,0.148394,0.20986,0.445181,0.0,0.445181,8,4,2048,766,0.3254,0.207073,0.544176,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.354982,0.6816949999999999,917,203,1,DDoS,HTTP
1650859,1650859,1528102948.39536,e s,2,tcp,1,192.168.100.150,54512,192.168.100.3,80,12,2640,RST,1,1528102982.19945,716,33.804089000000005,0.153629,0.2172639999999999,0.4608859999999999,0.0,0.4608859999999999,8,4,1874,766,0.3254039999999999,0.207076,0.5438470000000001,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.354987,0.6816949999999999,917,203,1,DDoS,HTTP
1650860,1650860,1528102948.39585,e s,2,tcp,1,192.168.100.150,54514,192.168.100.3,80,17,4540,RST,1,1528102982.1995,717,33.80365,1.4657440000000002,1.924815,5.862975,0.0,4.695861,13,4,3774,766,0.473322,0.354991,0.2392369999999999,35152,164903,203,917,917,917,0.309613,0.6816949999999999,100,19,0.502904,0.6816949999999999,917,203,1,DDoS,HTTP
